id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
5	0	62	361	375	14	0	313	299	299
20	0	272	630	1068	24	1	796	771	358
2	0	28	49	1177	20	2	1149	1127	21
6	0	73	399	1189	18	1	1116	1097	326
12	0	160	490	1286	17	3	1126	1106	330
15	0	231	569	1379	24	2	1148	1122	338
22	0	282	677	1455	5	2	1173	1166	395
23	0	283	689	1468	27	5	1185	1153	406
14	0	193	517	1648	33	4	1455	1418	324
16	0	233	580	1968	49	1	1735	1685	347
25	0	289	723	2054	33	2	1765	1730	434
8	0	91	427	2102	26	10	2011	1975	336
17	0	236	594	2197	29	5	1961	1927	358
4	0	61	227	2262	166	6	2201	2029	166
18	0	239	608	2388	41	5	2149	2103	369
13	0	170	503	2490	25	2	2320	2293	333
24	0	285	711	2944	40	12	2659	2607	426
11	0	138	476	3125	77	11	2987	2899	338
10	0	132	462	3211	87	6	3079	2986	330
21	0	281	663	3261	50	15	2980	2915	382
1	0	0	10	3554	228	29	3554	3297	10
3	0	58	196	3566	100	14	3508	3394	138
9	0	97	439	3615	87	15	3518	3416	342
19	0	250	619	3628	102	11	3378	3265	369
7	0	89	413	3712	111	16	3623	3496	324
0	0	0	0	3712	-1	0	3712	3713	0
