id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
3	0	30	145	316	171	0	286	115	115
16	0	196	531	936	2	6	740	732	335
6	0	58	354	1145	6	1	1087	1080	296
7	0	70	368	1157	26	2	1087	1059	298
9	0	113	417	1548	34	0	1435	1401	304
10	0	140	431	1559	10	2	1419	1407	291
17	0	198	542	1661	50	3	1463	1410	344
13	0	178	494	1905	12	3	1727	1712	316
4	0	40	326	2062	21	1	2022	2000	286
25	0	279	696	2347	38	6	2068	2024	417
1	0	0	10	2663	88	9	2663	2566	10
11	0	142	445	2677	36	4	2535	2495	303
19	0	217	585	2771	92	11	2554	2451	368
5	0	55	340	3117	94	7	3062	2961	285
15	0	181	519	3211	51	10	3030	2969	338
20	0	230	618	3372	71	15	3142	3056	388
22	0	248	644	3406	135	9	3158	3014	396
18	0	199	574	3514	69	13	3315	3233	375
23	0	267	668	3551	73	14	3284	3197	401
8	0	100	379	3575	67	5	3475	3403	279
14	0	180	505	3921	99	17	3741	3625	325
12	0	170	472	4059	124	16	3889	3749	302
21	0	235	632	4240	123	20	4005	3862	397
24	0	272	682	4444	175	32	4172	3965	410
2	0	29	104	4866	214	44	4837	4579	75
0	0	0	0	4866	-5	0	4866	4871	0
