id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	8	0	10	254	195	1	254	58	10
3	14	5	315	343	28	0	338	310	310
2	9	2	202	527	144	7	525	374	200
5	14	24	548	562	14	0	538	524	524
7	11	26	597	922	62	2	896	832	571
6	2	25	585	1141	107	17	1116	992	560
13	14	106	1344	1359	15	0	1253	1238	1238
8	4	32	947	1412	110	13	1380	1257	915
16	3	144	1484	1776	68	6	1632	1558	1340
15	3	140	1422	1844	85	9	1704	1610	1282
18	14	153	1878	1902	24	0	1749	1725	1725
17	8	147	1865	1925	4	1	1778	1773	1718
14	2	126	1384	2025	133	22	1899	1744	1258
19	11	167	1935	2037	20	1	1870	1849	1768
20	11	209	1974	2052	33	1	1843	1809	1765
21	13	255	2062	2300	78	5	2045	1962	1807
22	13	261	2073	2431	104	9	2170	2057	1812
25	7	315	2550	2662	42	2	2347	2303	2235
23	1	284	2139	2804	114	15	2520	2391	1855
24	9	291	2458	2818	82	7	2527	2438	2167
4	10	9	370	2829	153	19	2820	2648	361
10	14	79	1165	2856	42	1	2777	2734	1086
9	5	66	1038	3518	204	14	3452	3234	972
11	7	81	1225	3559	160	13	3478	3305	1144
12	3	96	1286	3601	149	15	3505	3341	1190
0	0	0	0	3601	-9	0	3601	3610	0
