id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	4	0	10	388	52	3	388	333	10
3	5	72	340	478	25	2	406	379	268
2	5	6	42	730	323	14	724	387	36
6	5	91	809	934	49	2	843	792	718
5	8	85	601	973	87	8	888	793	516
4	6	75	421	985	109	10	910	791	346
7	7	108	995	1043	16	1	935	918	887
9	9	138	1064	1183	48	2	1045	995	926
11	8	151	1290	1381	45	1	1230	1184	1139
8	3	117	1006	1490	100	17	1373	1256	889
10	6	148	1220	1598	76	6	1450	1368	1072
13	5	165	1528	1692	62	2	1527	1463	1363
14	14	171	1715	1727	12	0	1556	1544	1544
12	7	163	1444	1852	100	9	1689	1580	1281
15	7	172	1760	1971	65	5	1799	1729	1588
17	5	192	1992	2211	35	9	2019	1975	1800
16	3	175	1876	2588	151	19	2413	2243	1701
19	6	209	2082	2730	121	14	2521	2386	1873
20	7	218	2297	2741	109	8	2523	2406	2079
21	4	235	2653	2952	68	6	2717	2643	2418
23	3	260	2826	3020	8	4	2760	2748	2566
24	6	263	2837	3281	144	12	3018	2862	2574
25	6	267	3030	3452	104	9	3185	3072	2763
22	3	250	2765	3497	73	6	3247	3168	2515
18	2	200	2004	3534	79	16	3334	3239	1804
0	0	0	0	3534	-47	0	3534	3581	0
