id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
2	5	16	24	31	7	0	15	8	8
11	5	130	211	214	3	0	84	81	81
18	5	205	322	334	12	0	129	117	117
22	5	264	405	408	3	0	144	141	141
20	4	229	351	412	19	2	183	162	122
27	5	290	475	476	1	0	186	185	185
25	4	274	453	486	12	2	212	198	179
33	5	337	518	530	12	0	193	181	181
34	5	340	531	542	11	0	202	191	191
39	5	382	661	664	3	0	282	279	279
41	5	390	668	675	7	0	285	278	278
42	4	396	729	894	63	9	498	426	333
47	3	422	852	910	18	1	488	469	430
29	5	310	487	980	11	1	670	658	177
48	6	439	911	1162	11	1	723	711	472
44	6	402	766	1183	30	3	781	748	364
6	7	103	130	1208	14	2	1105	1089	27
12	7	131	215	1216	18	1	1085	1066	84
38	7	378	583	1242	32	1	864	831	205
4	8	80	91	1270	31	2	1190	1157	11
28	5	296	477	1495	50	11	1199	1138	181
23	7	268	413	1665	38	2	1397	1357	145
13	10	161	227	1725	59	2	1564	1503	66
5	6	90	108	1745	25	3	1655	1627	18
7	11	104	144	1749	35	2	1645	1608	40
24	12	269	429	1752	25	2	1483	1456	160
26	12	277	459	1776	55	5	1499	1439	182
35	6	350	543	1933	70	12	1583	1501	193
19	4	219	335	1939	47	7	1720	1666	116
9	15	118	183	1986	93	9	1868	1766	65
15	16	177	255	2004	47	3	1827	1777	78
21	17	235	359	2071	45	3	1836	1788	124
36	9	354	550	2088	74	6	1734	1654	196
43	17	397	733	2101	36	2	1704	1666	336
32	5	330	511	2105	48	9	1775	1718	181
46	14	413	798	2153	76	6	1740	1658	385
31	18	329	502	2187	45	3	1858	1810	173
50	15	453	953	2219	75	5	1766	1686	500
10	9	124	192	2230	66	6	2106	2034	68
3	21	33	79	2242	64	5	2209	2140	46
30	12	324	494	2345	120	8	2021	1893	170
49	13	445	919	2447	172	24	2002	1806	474
16	23	180	290	2497	92	6	2317	2219	110
17	6	197	297	2519	108	10	2322	2204	100
1	26	0	1	2543	67	6	2543	2470	1
45	5	410	779	2584	113	16	2174	2045	369
14	8	166	244	2733	144	24	2567	2399	78
40	13	387	665	2738	133	10	2351	2208	278
37	11	359	578	2870	105	7	2511	2399	219
8	14	116	164	2958	277	23	2842	2542	48
0	0	0	0	2958	10	0	2958	2948	0
