id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	1	61	46	6	61	9	1
2	0	57	65	124	45	2	67	20	8
6	0	139	142	148	6	0	9	3	3
5	0	127	152	166	14	0	39	25	25
8	0	169	175	176	1	0	7	6	6
7	0	154	177	205	28	0	51	23	23
3	0	59	62	211	37	5	152	110	3
9	0	179	234	256	22	0	77	55	55
23	0	313	321	324	3	0	11	8	8
18	0	275	301	353	26	3	78	49	26
25	0	364	371	388	5	1	24	18	7
24	0	339	358	396	20	3	57	34	19
21	0	302	314	430	33	6	128	89	12
34	0	431	439	451	12	0	20	8	8
28	0	385	431	453	8	2	68	58	46
36	0	439	454	474	10	1	35	24	15
42	0	554	566	574	8	0	20	12	12
16	0	266	548	577	17	1	311	293	282
44	0	572	578	583	5	0	11	6	6
46	0	593	600	605	5	0	12	7	7
45	0	577	584	618	14	2	41	25	7
49	0	639	644	651	7	0	12	5	5
48	0	634	652	675	12	1	41	28	18
27	0	381	389	696	19	4	315	292	8
12	0	242	271	722	35	3	480	442	29
10	0	209	212	739	43	4	530	483	3
35	0	438	460	781	32	2	343	309	22
39	0	499	502	821	31	5	322	286	3
13	0	246	257	836	19	4	590	567	11
33	0	424	852	868	16	0	444	428	428
32	0	414	418	870	54	18	456	384	4
41	0	531	907	1030	53	5	499	441	376
22	0	305	513	1085	41	2	780	737	208
50	0	646	1054	1094	29	1	448	418	408
14	0	252	967	1111	48	7	859	804	715
20	0	291	488	1219	70	5	928	853	197
40	0	530	539	1320	104	15	790	671	9
29	0	400	403	1343	56	4	943	883	3
15	0	254	1112	1418	99	17	1164	1048	858
43	0	557	945	1510	77	10	953	866	388
30	0	403	411	1572	78	15	1169	1076	8
31	0	408	475	1578	80	9	1170	1081	67
26	0	366	1691	1748	44	1	1382	1337	1325
38	0	479	486	1795	104	7	1316	1205	7
4	0	97	106	1891	47	4	1794	1743	9
11	0	213	219	1909	82	5	1696	1609	6
19	0	283	1579	1916	79	16	1633	1538	1296
17	0	270	286	2015	62	1	1745	1682	16
47	0	618	1917	2146	79	6	1528	1443	1299
37	0	446	2026	2148	84	12	1702	1606	1580
0	0	0	0	2148	6	0	2148	2142	0
