id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
6	0	41	47	61	4	1	20	15	6
4	0	33	49	92	20	6	59	33	16
1	0	0	1	115	57	11	115	47	1
15	0	140	149	168	8	1	28	19	9
13	0	121	131	176	23	2	55	30	10
12	0	92	232	247	15	0	155	140	140
26	0	360	370	393	10	1	33	22	10
25	0	325	334	459	45	9	134	80	9
22	0	292	302	506	20	1	214	193	10
35	0	494	507	510	3	0	16	13	13
32	0	446	462	548	34	6	102	62	16
42	0	558	565	579	5	1	21	15	7
37	0	508	549	595	19	2	87	66	41
44	0	571	580	674	28	5	103	70	9
47	0	612	627	682	25	2	70	43	15
30	0	422	602	695	44	2	273	227	180
48	0	683	699	715	11	1	32	20	16
50	0	689	696	737	15	5	48	28	7
49	0	688	716	748	20	1	60	39	28
5	0	36	782	799	17	0	763	746	746
14	0	135	802	819	17	0	684	667	667
31	0	445	765	824	21	4	379	354	320
23	0	308	323	867	29	4	559	526	15
3	0	31	37	1071	93	10	1040	937	6
43	0	562	887	1078	57	6	516	453	325
19	0	174	190	1121	133	14	947	800	16
27	0	367	372	1224	58	5	857	794	5
38	0	513	1153	1271	59	6	758	693	640
2	0	27	1225	1311	35	6	1284	1243	1198
8	0	65	78	1447	69	13	1382	1300	13
20	0	181	186	1477	52	6	1296	1238	5
36	0	495	537	1559	102	9	1064	953	42
7	0	64	1667	1695	28	0	1631	1603	1603
9	0	72	218	1700	87	19	1628	1522	146
33	0	457	460	1810	71	7	1353	1275	3
39	0	515	555	1846	63	5	1331	1263	40
17	0	161	1518	1899	144	15	1738	1579	1357
34	0	492	511	1919	71	11	1427	1345	19
28	0	380	1949	2043	47	5	1663	1611	1569
29	0	396	407	2080	50	3	1684	1631	11
21	0	245	256	2099	89	9	1854	1756	11
45	0	584	2100	2129	29	0	1545	1516	1516
40	0	518	524	2232	74	6	1714	1634	6
24	0	312	2130	2298	83	7	1986	1896	1818
10	0	79	1920	2303	72	7	2224	2145	1841
16	0	155	2343	2394	45	2	2239	2192	2188
41	0	534	1285	2439	104	5	1905	1796	751
18	0	171	2449	2561	80	3	2390	2307	2278
11	0	82	2304	2568	84	8	2486	2394	2222
46	0	603	2569	2652	80	1	2049	1968	1966
0	0	0	0	2652	2	0	2652	2650	0
