id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
2	15	5	36	67	31	0	62	31	31
1	11	0	10	172	111	2	172	59	10
3	9	41	182	239	14	2	198	182	141
4	10	67	193	266	40	2	199	157	126
6	15	82	312	354	42	0	272	230	230
5	9	69	276	555	87	3	486	396	207
8	9	99	565	621	14	1	522	507	466
9	13	127	577	634	25	1	507	481	450
11	9	139	656	741	19	1	602	582	517
12	10	158	668	779	41	1	621	579	510
10	3	136	644	805	31	4	669	634	508
14	9	239	835	893	16	1	654	637	596
13	10	187	815	1003	43	4	816	769	628
16	10	275	1024	1097	37	1	822	784	749
15	3	266	847	1159	96	9	893	788	581
17	9	315	1118	1189	32	1	874	841	803
18	10	327	1199	1252	18	1	925	906	872
20	15	379	1279	1293	14	0	914	900	900
19	9	356	1213	1310	29	2	954	923	857
22	5	396	1336	1526	45	4	1130	1081	940
23	9	426	1349	1597	75	7	1171	1089	923
21	8	384	1320	1609	49	8	1225	1168	936
24	9	437	1619	1671	19	1	1234	1214	1182
25	5	440	1631	1907	75	6	1467	1386	1191
26	9	467	1694	1976	109	8	1509	1392	1227
28	10	497	2006	2067	26	2	1570	1542	1509
27	8	491	1930	2080	42	5	1589	1542	1439
29	10	503	2090	2138	10	1	1635	1624	1587
7	12	98	422	2196	137	2	2098	1959	324
30	8	510	2104	2240	32	10	1730	1688	1594
0	0	0	0	2240	-19	0	2240	2259	0
