id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	6	0	10	63	10	3	63	50	10
3	15	91	140	191	51	0	100	49	49
2	13	88	98	202	33	4	114	77	10
4	4	107	212	436	56	4	329	269	105
6	8	143	446	597	72	3	454	379	303
5	4	134	223	686	181	8	552	363	89
7	11	151	620	697	26	1	546	519	469
8	9	154	707	820	25	1	666	640	553
9	7	268	738	925	90	5	657	562	470
12	15	339	1033	1054	21	0	715	694	694
10	3	309	830	1066	39	7	757	711	521
13	15	352	1088	1103	15	0	751	736	736
11	4	314	869	1125	68	5	811	738	555
14	13	366	1135	1209	26	1	843	816	769
16	15	389	1219	1220	1	0	831	830	830
17	15	392	1230	1239	9	0	847	838	838
19	11	517	1298	1363	30	1	846	815	781
21	5	575	1386	1571	50	4	996	942	811
22	11	621	1518	1606	37	1	985	947	897
20	7	537	1325	1620	75	9	1083	999	788
25	15	712	1687	1709	22	0	997	975	975
24	14	705	1643	1754	35	1	1049	1013	938
23	8	662	1630	1771	24	4	1109	1081	968
27	15	742	1792	1809	17	0	1067	1050	1050
26	9	733	1781	1824	6	1	1091	1084	1048
29	15	749	1847	1865	18	0	1116	1098	1098
28	10	744	1834	1876	4	1	1132	1127	1090
15	16	373	1156	1911	32	3	1538	1503	783
18	24	443	1249	1940	58	1	1497	1438	806
30	10	763	1886	1980	20	5	1217	1192	1123
0	0	0	0	1980	9	0	1980	1971	0
