id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	15	0	10	11	1	0	11	10	10
2	7	35	45	215	35	3	180	142	10
5	15	98	332	396	64	0	298	234	234
3	4	52	62	410	30	7	358	321	10
4	6	68	104	421	145	5	353	203	36
7	8	128	453	658	72	2	530	456	325
6	5	113	431	757	134	7	644	503	318
9	7	140	767	876	38	2	736	696	627
11	9	230	899	999	18	1	769	750	669
12	11	248	910	1034	38	1	786	747	662
13	15	250	1055	1072	17	0	822	805	805
14	15	264	1098	1099	1	0	835	834	834
15	9	266	1109	1174	30	1	908	877	843
16	8	291	1196	1317	19	3	1026	1004	905
17	5	339	1207	1390	45	3	1051	1003	868
19	15	364	1427	1454	27	0	1090	1063	1063
18	9	358	1416	1493	16	2	1135	1117	1058
10	5	192	780	1556	166	20	1364	1178	588
20	10	382	1519	1568	16	1	1186	1169	1137
22	15	502	1593	1597	4	0	1095	1091	1091
23	15	503	1607	1620	13	0	1117	1104	1104
21	9	473	1578	1701	43	5	1228	1180	1105
25	15	524	1722	1739	17	0	1215	1198	1198
24	4	506	1646	1837	32	6	1331	1293	1140
27	15	560	1847	1863	16	0	1303	1287	1287
26	6	558	1763	1925	50	3	1367	1314	1205
29	9	609	1949	2038	23	1	1429	1405	1340
8	17	130	680	2146	71	1	2016	1944	550
28	2	566	1887	2160	37	8	1594	1549	1321
30	4	682	1961	2254	74	9	1572	1489	1279
0	0	0	0	2254	2	0	2254	2252	0
