id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	11	0	10	40	9	1	40	30	10
2	12	42	52	188	48	1	146	97	10
3	9	56	91	482	154	3	426	269	35
5	10	82	330	662	159	5	580	416	248
4	6	61	229	674	121	5	613	487	168
6	15	87	684	686	2	0	599	597	597
7	15	111	696	699	3	0	588	585	585
8	15	117	709	710	1	0	593	592	592
9	15	124	720	732	12	0	608	596	596
10	12	194	742	809	28	3	615	584	548
12	15	237	833	846	13	0	609	596	596
14	9	267	907	980	40	1	713	672	640
11	3	206	761	1001	53	8	795	734	555
15	11	348	1022	1089	29	2	741	710	674
13	7	264	871	1104	39	5	840	796	607
17	15	354	1141	1175	34	0	821	787	787
18	8	393	1185	1296	21	3	903	879	792
20	14	398	1262	1356	39	2	958	917	864
22	15	455	1389	1417	28	0	962	934	934
23	15	490	1449	1465	16	0	975	959	959
21	12	402	1306	1476	50	6	1074	1018	904
24	12	527	1486	1546	23	1	1019	995	959
25	11	531	1504	1573	34	2	1042	1006	973
26	11	587	1583	1629	7	1	1042	1034	996
27	12	589	1598	1679	35	6	1090	1049	1009
28	10	595	1639	1694	19	2	1099	1078	1044
30	15	629	1715	1717	2	0	1088	1086	1086
19	11	394	1197	1861	57	2	1467	1408	803
29	5	616	1704	1918	52	6	1302	1244	1088
16	6	349	1114	1965	72	5	1616	1539	765
0	0	0	0	1965	-15	0	1965	1980	0
