id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	10	154	-1	4	154	151	10
1	0	0	10	197	0	4	197	193	10
12	0	198	293	294	1	0	96	95	95
9	0	162	255	344	4	0	182	178	93
7	0	92	164	361	6	1	269	262	72
16	0	259	384	385	1	0	126	125	125
23	0	374	526	529	3	0	155	152	152
13	0	222	309	688	5	1	466	460	87
3	0	40	50	709	39	2	669	628	10
2	0	5	15	826	811	0	821	10	10
10	0	182	259	837	24	1	655	630	77
6	0	77	123	928	8	3	851	840	46
15	0	249	354	1054	13	6	805	786	105
26	0	425	579	1095	6	2	670	662	154
30	0	510	766	1226	8	1	716	707	256
29	0	479	719	1351	7	3	872	862	240
20	0	321	470	1365	16	7	1044	1021	149
24	0	388	557	1418	26	11	1030	993	169
27	0	428	592	1438	6	1	1010	1003	164
19	0	316	459	1482	17	2	1166	1147	143
14	0	246	326	1551	7	3	1305	1295	80
18	0	306	438	1566	22	4	1260	1234	132
25	0	396	568	1590	14	5	1194	1175	172
22	1	348	515	1678	17	3	1330	1310	167
4	1	47	86	1691	5	1	1644	1638	39
17	1	299	431	1735	14	2	1436	1420	132
21	1	347	489	1784	15	1	1437	1421	142
28	1	449	656	1860	41	9	1411	1361	207
5	2	56	97	1910	13	1	1854	1840	41
11	3	186	269	1962	41	4	1776	1731	83
0	0	0	0	1962	-8	0	1962	1970	0
