id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
2	0	42	84	620	126	2	578	450	42
13	0	200	630	633	3	0	433	430	430
24	0	343	898	899	1	0	556	555	555
1	0	0	10	998	81	5	998	912	10
8	0	110	481	1061	34	2	951	915	371
10	0	125	532	1122	18	1	997	978	407
11	0	134	543	1137	33	2	1003	968	409
14	0	213	643	1172	27	1	959	931	430
15	0	214	666	1185	17	2	971	952	452
20	0	287	803	1297	16	2	1010	992	516
4	0	53	268	1399	106	9	1346	1231	215
5	0	79	340	1437	72	2	1358	1284	261
6	0	95	426	1452	20	2	1357	1335	331
16	0	236	690	1527	17	2	1291	1272	454
21	0	288	827	1643	50	2	1355	1303	539
22	0	311	839	1656	40	3	1345	1302	528
18	0	277	761	1850	43	3	1573	1527	484
17	0	238	713	2610	84	12	2372	2276	475
3	0	50	193	2621	191	11	2571	2369	143
23	0	332	874	2821	99	11	2489	2379	542
25	0	346	935	3190	163	15	2844	2666	589
7	0	103	450	3203	130	15	3100	2955	347
9	0	116	509	3290	240	24	3174	2910	393
12	0	153	581	3444	194	30	3291	3067	428
19	0	284	772	3564	247	35	3280	2998	488
0	0	0	0	3564	-8	0	3564	3572	0
