id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
3	0	30	145	316	171	0	286	115	115
9	0	113	472	496	24	0	383	359	359
4	0	40	326	905	41	1	865	823	286
6	0	58	377	929	16	1	871	854	319
16	0	196	662	1192	2	6	996	988	466
7	0	70	402	1465	26	2	1395	1367	332
10	0	140	506	1541	20	2	1401	1379	366
13	0	178	592	1624	22	3	1446	1421	414
8	0	100	413	1943	87	5	1843	1751	313
1	0	0	10	1956	118	9	1956	1829	10
11	0	142	522	1970	56	4	1828	1768	380
17	0	198	673	2086	70	3	1888	1815	475
25	0	279	870	2270	68	6	1991	1917	591
19	0	217	716	2707	102	11	2490	2377	499
5	0	55	353	2843	104	7	2788	2677	298
15	0	181	640	2931	111	10	2750	2629	459
20	0	230	749	2965	91	15	2735	2629	519
23	0	267	820	3027	113	14	2760	2633	553
18	0	199	705	3145	59	13	2946	2874	506
22	0	248	786	3322	135	9	3074	2930	538
12	0	170	570	3502	184	16	3332	3132	400
14	0	180	603	3513	129	17	3333	3187	423
21	0	235	774	3838	163	20	3603	3420	539
24	0	272	845	4114	205	32	3842	3605	573
2	0	29	104	4399	324	44	4370	4002	75
0	0	0	0	4399	-32	0	4399	4431	0
