id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
14	0	171	606	618	12	0	447	435	435
1	0	0	10	988	52	3	988	933	10
7	0	108	427	1051	36	1	943	906	319
11	0	151	538	1134	35	1	983	947	387
3	0	72	329	1471	25	2	1399	1372	257
6	0	91	416	1541	39	2	1450	1409	325
9	0	138	480	1568	38	2	1430	1390	342
13	0	165	583	1651	52	2	1486	1432	418
17	0	192	662	2153	45	9	1961	1907	470
23	0	260	834	2266	28	4	2006	1974	574
15	0	172	628	2504	65	5	2332	2262	456
21	0	235	776	2607	68	6	2372	2298	541
22	0	250	798	2618	63	6	2368	2299	548
5	0	85	385	2735	87	8	2650	2555	300
10	0	148	505	2776	86	6	2628	2536	357
24	0	263	845	2913	114	12	2650	2524	582
20	0	218	746	3121	109	8	2903	2786	528
2	0	6	42	3160	343	14	3154	2797	36
25	0	267	878	3328	84	9	3061	2968	611
4	0	75	341	3350	129	10	3275	3136	266
12	0	163	561	3387	110	9	3224	3105	398
8	0	117	458	3476	100	17	3359	3242	341
18	0	200	674	3504	99	16	3304	3189	474
19	0	209	718	3527	161	14	3318	3143	509
16	0	175	640	3562	111	19	3387	3257	465
0	0	0	0	3562	-19	0	3562	3581	0
