id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	10	63	10	3	63	50	10
3	0	91	140	191	51	0	100	49	49
2	0	88	98	280	63	4	192	125	10
7	0	151	290	551	36	1	400	363	139
8	0	154	305	638	25	1	484	458	151
12	0	339	648	649	1	0	310	309	309
13	0	352	659	674	15	0	322	307	307
16	0	389	813	814	1	0	425	424	424
17	0	392	824	843	19	0	451	432	432
6	0	143	238	924	32	3	781	746	95
14	0	366	684	1168	26	1	802	775	318
25	0	712	1178	1180	2	0	468	466	466
27	0	742	1201	1218	17	0	476	459	459
29	0	749	1241	1259	18	0	510	492	492
15	0	373	705	1294	102	3	921	816	332
4	0	107	201	1315	116	4	1208	1088	94
19	0	517	934	1394	20	1	877	856	417
9	0	268	492	1414	40	5	1146	1101	224
22	0	621	1072	1523	27	1	902	874	451
24	0	705	1120	1556	35	1	851	815	415
26	0	733	1190	1571	6	1	838	831	457
28	0	744	1228	1582	4	1	838	833	484
18	0	443	865	1627	58	1	1184	1125	422
30	0	763	1269	1779	30	5	1016	981	506
21	0	575	998	1845	50	4	1270	1216	423
10	0	309	561	1857	39	7	1548	1502	252
11	0	314	578	1879	88	5	1565	1472	264
23	0	662	1097	1896	44	4	1234	1186	435
5	0	134	212	1917	81	8	1783	1694	78
20	0	537	973	1984	65	9	1447	1373	436
0	0	0	0	1984	13	0	1984	1971	0
