id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
25	0	315	359	435	22	2	120	96	44
1	0	0	10	481	195	1	481	285	10
17	0	147	445	492	14	1	345	330	298
5	0	24	629	643	14	0	619	605	605
18	0	153	666	680	14	0	527	513	513
13	0	106	702	717	15	0	611	596	596
3	0	5	1181	1199	18	0	1194	1176	1176
15	0	140	401	1251	75	9	1111	1027	261
19	0	167	1261	1323	30	1	1156	1125	1094
16	0	144	1221	1389	48	6	1245	1191	1077
20	0	209	1344	1404	23	1	1195	1171	1135
6	0	25	255	1912	177	17	1887	1693	230
8	0	32	742	2211	100	13	2179	2066	710
23	0	284	348	2359	134	15	2075	1926	64
14	0	126	850	2428	173	22	2302	2107	724
7	0	26	202	2568	42	2	2542	2498	176
24	0	291	779	2582	82	7	2291	2202	488
10	0	79	2254	2720	72	1	2641	2568	2175
12	0	96	2380	3200	159	15	3104	2930	2284
11	0	81	2609	3277	140	13	3196	3043	2528
21	0	255	317	3392	98	5	3137	3034	62
9	0	66	2777	3472	164	14	3406	3228	2711
22	0	261	1414	3489	114	9	3228	3105	1153
2	0	2	1432	3518	104	7	3516	3405	1430
4	0	9	213	3603	133	19	3594	3442	204
0	0	0	0	3603	-7	0	3603	3610	0
