id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
14	0	171	532	554	22	0	383	361	361
3	0	72	455	751	15	2	679	662	383
11	0	151	784	842	25	1	691	665	633
23	0	260	413	969	38	4	709	667	153
6	0	91	371	1213	29	2	1122	1091	280
7	0	108	382	1253	36	1	1145	1108	274
21	0	235	631	1363	78	6	1128	1044	396
1	0	0	10	1401	52	3	1401	1346	10
17	0	192	619	1515	35	9	1323	1279	427
2	0	6	42	1862	363	14	1856	1479	36
9	0	138	1223	1910	48	2	1772	1722	1085
19	0	209	1542	2038	101	14	1829	1714	1333
15	0	172	575	2223	85	5	2051	1961	403
20	0	218	1939	2381	89	8	2163	2066	1721
25	0	267	1525	2553	84	9	2286	2193	1258
16	0	175	597	2684	161	19	2509	2329	422
12	0	163	499	2778	130	9	2615	2476	336
10	0	148	2563	2854	66	6	2706	2634	2415
5	0	85	340	2958	87	8	2873	2778	255
4	0	75	761	3192	129	10	3117	2978	686
13	0	165	807	3284	62	2	3119	3055	642
22	0	250	3024	3295	63	6	3045	2976	2774
18	0	200	2805	3307	69	16	3107	3022	2605
24	0	263	852	3516	94	12	3253	3147	589
8	0	117	467	3555	120	17	3438	3301	350
0	0	0	0	3555	-26	0	3555	3581	0
