id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	10	40	9	1	40	30	10
6	0	87	238	260	22	0	173	151	151
2	0	42	52	299	58	1	257	198	10
7	0	111	309	312	3	0	201	198	198
8	0	117	322	323	1	0	206	205	205
9	0	124	333	345	12	0	221	209	209
12	0	237	535	568	33	0	331	298	298
17	0	354	758	792	34	0	438	404	404
22	0	455	952	980	28	0	525	497	497
10	0	194	396	999	68	3	805	734	202
23	0	490	1009	1015	6	0	525	519	519
30	0	629	1221	1223	2	0	594	592	592
5	0	82	195	1248	99	5	1166	1062	113
14	0	267	674	1287	30	1	1020	989	407
15	0	348	696	1301	19	2	953	932	348
3	0	56	91	1394	124	3	1338	1211	35
20	0	398	885	1420	39	2	1022	981	487
24	0	527	1043	1494	33	1	967	933	516
25	0	531	1071	1521	34	2	990	954	540
26	0	587	1122	1548	17	1	961	943	535
27	0	589	1147	1574	35	6	985	944	558
28	0	595	1176	1589	9	2	994	983	581
18	0	393	802	1670	21	3	1277	1253	409
19	0	394	814	1693	57	2	1299	1240	420
13	0	264	639	1817	59	5	1553	1489	375
21	0	402	918	1839	50	6	1437	1381	516
4	0	61	169	1861	91	5	1800	1704	108
16	0	349	721	1930	92	5	1581	1484	372
11	0	206	496	1951	63	8	1745	1674	290
29	0	616	1190	1963	62	6	1347	1279	574
0	0	0	0	1963	-17	0	1963	1980	0
