id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
2	0	5	37	108	71	0	103	32	32
9	0	162	514	548	34	0	386	352	352
12	0	198	627	628	1	0	430	429	429
4	0	47	165	674	65	1	627	561	118
16	0	259	721	722	1	0	463	462	462
5	0	56	227	752	73	1	696	622	171
23	0	374	909	932	23	0	558	535	535
7	0	92	354	1034	76	1	942	865	262
8	0	116	427	1096	88	1	980	891	311
1	0	0	10	1120	32	4	1120	1084	10
3	0	40	141	1166	59	2	1126	1065	101
10	0	182	577	1182	24	1	1000	975	395
13	0	222	638	1237	15	1	1015	999	416
17	0	299	762	1302	14	2	1003	987	463
21	0	347	848	1415	35	1	1068	1032	501
22	0	348	874	1440	27	3	1092	1062	526
6	0	77	290	1451	58	3	1374	1313	213
27	0	428	996	1518	16	1	1090	1073	568
30	0	510	1106	1589	18	1	1079	1060	596
11	0	186	605	1605	51	4	1419	1364	419
14	0	246	684	1616	17	3	1370	1350	438
15	0	249	695	1627	33	6	1378	1339	446
18	0	306	782	1640	42	4	1334	1288	476
19	0	316	806	1659	27	2	1343	1314	490
26	0	425	964	1743	56	2	1318	1260	539
29	0	479	1062	1791	17	3	1312	1292	583
25	0	396	953	1869	34	5	1473	1434	557
20	0	321	817	1895	56	7	1574	1511	496
24	0	388	942	1928	56	11	1540	1473	554
28	0	449	1044	1940	51	9	1491	1431	595
0	0	0	0	1940	-10	0	1940	1950	0
