id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	5	0	10	63	10	3	63	50	10
3	30	91	140	191	51	0	100	49	49
2	17	88	98	202	33	4	114	77	10
4	2	107	212	436	56	4	329	269	105
6	7	143	446	597	72	3	454	379	303
5	3	134	223	686	181	8	552	363	89
7	12	151	620	697	26	1	546	519	469
8	9	154	707	820	25	1	666	640	553
9	5	268	738	925	90	5	657	562	470
12	30	339	1033	1054	21	0	715	694	694
10	2	309	830	1066	39	7	757	711	521
13	30	352	1088	1103	15	0	751	736	736
11	2	314	869	1125	68	5	811	738	555
14	16	366	1135	1209	26	1	843	816	769
15	21	373	1156	1223	32	3	850	815	783
16	30	389	1233	1234	1	0	845	844	844
17	30	392	1244	1253	9	0	861	852	852
19	13	517	1312	1377	30	1	860	829	795
21	2	575	1400	1585	50	4	1010	956	825
22	12	621	1532	1620	37	1	999	961	911
20	4	537	1339	1634	75	9	1097	1013	802
25	30	712	1701	1723	22	0	1011	989	989
24	18	705	1657	1768	35	1	1063	1027	952
23	10	662	1644	1785	24	4	1123	1095	982
27	30	742	1806	1823	17	0	1081	1064	1064
26	9	733	1795	1838	6	1	1105	1098	1062
29	30	749	1861	1879	18	0	1130	1112	1112
28	11	744	1848	1890	4	1	1146	1141	1104
18	36	443	1263	1940	58	1	1497	1438	820
30	9	763	1900	1980	20	5	1217	1192	1137
0	0	0	0	1980	9	0	1980	1971	0
