id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
6	0	91	127	361	9	2	270	259	36
14	0	171	260	524	2	0	353	351	89
11	0	151	210	629	5	1	478	472	59
23	0	260	511	854	8	4	594	582	251
21	1	235	438	1497	18	6	1262	1238	203
17	2	192	316	1825	15	9	1633	1609	124
12	2	163	228	1944	40	9	1781	1732	65
3	2	72	82	2270	5	2	2198	2191	10
13	3	165	245	2499	22	2	2334	2310	80
22	3	250	483	2869	23	6	2619	2590	233
7	4	108	148	2914	6	1	2806	2799	40
9	4	138	181	3055	18	2	2917	2897	43
15	4	172	273	3193	25	5	3021	2991	101
20	5	218	413	3455	39	8	3237	3190	195
16	5	175	291	3618	51	19	3443	3373	116
2	5	6	16	3704	33	14	3698	3651	10
19	6	209	385	3837	41	14	3628	3573	176
10	6	148	202	3931	36	6	3783	3741	54
18	6	200	342	4015	39	16	3815	3760	142
4	7	75	88	4157	39	10	4082	4033	13
5	9	85	118	4322	27	8	4237	4202	33
25	10	267	548	4520	44	9	4253	4200	281
8	11	117	173	4571	50	17	4454	4387	56
24	13	263	534	4691	44	12	4428	4372	271
1	19	0	10	4844	22	3	4844	4819	10
0	0	0	0	4844	-7	0	4844	4851	0
