id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
2	0	16	21	32	6	0	16	10	5
11	0	130	180	184	4	0	54	50	50
6	0	103	122	260	12	2	157	143	19
22	0	264	371	373	2	0	109	107	107
27	0	290	417	418	1	0	128	127	127
18	0	205	287	424	10	0	219	209	82
1	0	0	1	434	66	6	434	362	1
4	0	80	92	522	26	2	442	414	12
39	0	382	561	563	2	0	181	179	179
12	0	131	185	580	18	1	449	430	54
5	0	90	104	639	22	3	549	524	14
29	0	310	441	660	10	1	350	339	131
20	0	229	322	687	14	2	458	442	93
41	0	390	573	779	6	0	389	383	183
25	0	274	392	789	9	2	515	504	118
33	0	337	491	901	11	0	564	553	154
34	0	340	503	909	11	0	569	558	163
3	0	33	34	989	61	5	956	890	1
48	0	439	640	1029	11	1	590	578	201
24	0	269	380	1127	23	2	858	833	111
7	0	104	134	1176	32	2	1072	1038	30
47	0	422	630	1182	17	1	760	742	208
44	0	402	603	1474	28	3	1072	1041	201
21	0	235	334	1549	37	3	1314	1274	99
15	0	177	248	1583	41	3	1406	1362	71
38	0	378	549	1591	30	1	1213	1182	171
23	0	268	374	1593	35	2	1325	1288	106
43	0	397	584	1608	35	2	1211	1174	187
19	0	219	304	1871	43	7	1652	1602	85
13	0	161	221	1891	56	2	1730	1672	60
31	0	329	466	1899	44	3	1570	1523	137
26	0	277	402	1958	51	5	1681	1625	125
32	0	330	478	2006	47	9	1676	1620	148
10	0	124	167	2032	61	6	1908	1841	43
28	0	296	425	2161	45	11	1865	1809	129
42	0	396	581	2388	58	9	1992	1925	185
46	0	413	619	2467	74	6	2054	1974	206
36	0	354	523	2506	72	6	2152	2074	169
16	0	180	254	2514	84	6	2334	2244	74
50	0	453	661	2530	71	5	2077	2001	208
35	0	350	512	2555	65	12	2205	2128	162
9	0	118	158	2589	87	9	2471	2375	40
37	0	359	529	2724	102	7	2365	2256	170
17	0	197	275	2776	102	10	2579	2467	78
30	0	324	460	2886	114	8	2562	2440	136
45	0	410	613	2902	110	16	2492	2366	203
40	0	387	570	2972	129	10	2585	2446	183
14	0	166	230	3008	135	24	2842	2683	64
49	0	445	650	3100	170	24	2655	2461	205
8	0	116	152	3186	267	23	3070	2780	36
0	0	0	0	3186	10	0	3186	3176	0
