id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
6	0	41	68	104	4	1	63	58	27
5	0	36	56	213	16	0	177	161	20
4	0	33	50	218	15	6	185	164	17
15	0	140	208	308	6	1	168	161	68
12	0	92	153	324	13	0	232	219	61
13	0	121	182	500	21	2	379	356	61
1	0	0	1	510	52	11	510	447	1
14	0	135	202	534	16	0	399	383	67
7	0	64	86	553	26	0	489	463	22
35	0	494	637	639	2	0	145	143	143
2	0	27	33	786	36	6	759	717	6
26	0	360	472	814	9	1	454	444	112
22	0	292	384	872	18	1	580	561	92
42	0	558	718	935	5	1	377	371	160
37	0	508	652	1259	15	2	751	734	144
48	0	683	875	1279	10	1	596	585	192
31	0	445	569	1361	22	4	916	890	124
49	0	688	887	1465	19	1	777	757	199
50	0	689	893	1470	14	5	781	762	204
23	0	308	407	1488	27	4	1180	1149	99
16	0	155	225	1665	45	2	1510	1463	70
45	0	584	762	1693	30	0	1109	1079	178
47	0	612	805	1731	24	2	1119	1093	193
30	0	422	546	1821	38	2	1399	1359	124
25	0	325	431	1830	37	9	1505	1459	106
44	0	571	744	1840	26	5	1269	1238	173
32	0	446	575	1843	28	6	1397	1363	129
20	0	181	266	1893	52	6	1712	1654	85
28	0	380	501	2032	44	5	1652	1603	121
29	0	396	523	2059	45	3	1663	1615	127
10	0	79	123	2178	72	7	2099	2020	44
8	0	65	92	2216	66	13	2151	2072	27
27	0	367	478	2250	54	5	1883	1824	111
3	0	31	39	2353	84	10	2322	2228	8
18	0	171	251	2423	77	3	2252	2172	80
38	0	513	658	2450	56	6	1937	1875	145
39	0	515	664	2528	59	5	2013	1949	149
11	0	82	129	2536	83	8	2454	2363	47
43	0	562	726	2550	54	6	1988	1928	164
9	0	72	105	2637	85	19	2565	2461	33
34	0	492	627	2642	68	11	2150	2071	135
21	0	245	331	2672	88	9	2427	2330	86
33	0	457	593	2676	66	7	2219	2146	136
40	0	518	676	2697	69	6	2179	2104	158
24	0	312	413	2705	80	7	2393	2306	101
46	0	603	787	2711	80	1	2108	2027	184
41	0	534	694	2790	101	5	2256	2150	160
36	0	495	640	2806	95	9	2311	2207	145
19	0	174	257	2827	117	14	2653	2522	83
17	0	161	237	2849	138	15	2688	2535	76
0	0	0	0	2849	2	0	2849	2847	0
